title,release_date,release_year,worldwide_box_office,split
Sisters,2015-12-18,2015,105011053.0,train
Secret in Their Eyes,2015-11-20,2015,34854990.0,train
Irrational Man,2015-08-07,2015,27391084.0,train
Wild Card,2015-01-14,2015,6738764.0,train
Paper Towns,2015-07-24,2015,85512300.0,train
The Lady in the Van,2016-02-26,2015,41387687.0,train
The SpongeBob Movie: Sponge Out of Water,2015-02-06,2015,325186032.0,train
Child 44,2015-04-17,2015,12951093.0,train
The Wave,2015-08-28,2015,12975143.0,train
A Man Called Ove,2016-09-30,2015,30692889.0,train
Beasts of No Nation,2015-10-16,2015,90777.0,train
Me and Earl and the Dying Girl,2015-07-01,2015,9074749.0,train
Sleeping with Other People,2015-08-12,2015,3224947.0,train
Concussion,2015-12-25,2015,48623572.0,train
The Diary of a Teenage Girl,2015-08-28,2015,1775133.0,train
Mustang,2015-06-17,2015,5274664.0,train
The Walk,2015-10-09,2015,61181942.0,train
Tangerine,2015-07-10,2015,828874.0,train
A Walk in the Woods,2015-09-02,2015,37461274.0,train
Sinister 2,2015-08-21,2015,53329150.0,train
Summertime,2015-08-19,2015,3778938.0,train
Anomalisa,2016-03-11,2015,5659286.0,train
The Blackcoat's Daughter,2017-02-16,2015,38348.0,train
Mississippi Grind,2015-08-13,2015,422746.0,train
Attack on Titan Part 1,2015-08-01,2015,30810658.0,train
Woman in Gold,2015-04-10,2015,61619773.0,train
Eddie the Eagle,2016-02-26,2015,46152800.0,train
Eye in the Sky,2016-04-01,2015,35259653.0,train
The Second Best Exotic Marigold Hotel,2015-03-06,2015,85978292.0,train
Tumbledown,2016-02-05,2015,282083.0,train
Poltergeist,2015-05-22,2015,95437994.0,train
The Meddler,2016-06-03,2015,5425148.0,train
We Are Your Friends,2015-08-28,2015,11122090.0,train
Into the Forest,2016-07-29,2015,92166.0,train
Grandma,2015-09-18,2015,7205073.0,train
Bajirao Mastani,2015-12-18,2015,11350917.0,train
By the Sea,2015-12-09,2015,3334927.0,train
Mortdecai,2015-01-23,2015,47275717.0,train
I'll See You in My Dreams,2015-05-15,2015,7452512.0,train
Maggie,2015-05-08,2015,1663165.0,train
Project Almanac,2015-01-30,2015,33213241.0,train
Regression,2015-10-02,2015,17671101.0,train
True Story,2015-04-17,2015,5261595.0,train
The Man Who Knew Infinity,2016-04-29,2015,12252684.0,train
The Transporter Refueled,2015-09-04,2015,72629670.0,train
Z for Zachariah,2015-08-13,2015,381839.0,train
Equals,2016-05-26,2015,2084628.0,train
Dope,2015-06-19,2015,17986781.0,train
Land of Mine,2015-12-03,2015,3169553.0,train
Hot Pursuit,2015-05-08,2015,51380201.0,train
Krampus,2015-12-04,2015,61548707.0,train
Bajrangi Bhaijaan,2015-07-17,2015,121126188.0,train
The Lure,2015-12-25,2015,108846.0,train
The Gunman,2015-03-20,2015,24177137.0,train
The Night Before,2015-11-20,2015,52395996.0,train
90 Minutes in Heaven,2015-09-11,2015,4842699.0,train
Tale of Tales,2016-04-22,2015,5497104.0,train
Ip Man 3,2015-12-24,2015,157029618.0,train
"McFarland, USA",2015-02-20,2015,45710059.0,train
Strange Magic,2015-01-23,2015,13603453.0,train
The Peanuts Movie,2015-11-06,2015,246233113.0,train
Rock the Kasbah,2015-10-23,2015,3394174.0,train
The Sea of Trees,2016-08-26,2015,906995.0,train
Alvin and the Chipmunks: The Road Chip,2015-12-18,2015,234798636.0,train
The Lazarus Effect,2015-02-27,2015,38356892.0,train
Love the Coopers,2015-11-13,2015,42426912.0,train
The 33,2015-11-13,2015,27972023.0,train
The Little Prince,2016-08-05,2015,97571250.0,train
Louder Than Bombs,2015-10-02,2015,1160724.0,train
The Gallows,2015-07-10,2015,42964410.0,train
The Ones Below,2016-05-27,2015,121827.0,train
Southbound,2016-02-09,2015,35275.0,train
Men & Chicken,2015-02-05,2015,4765472.0,train
Hyena Road,2015-10-09,2015,87768.0,train
Slow West,2015-04-16,2015,1295574.0,train
The End of the Tour,2015-11-12,2015,3072991.0,train
Cop Car,2015-08-07,2015,143658.0,train
The Daughter,2017-01-27,2015,1505434.0,train
Jem and the Holograms,2015-10-23,2015,2333684.0,train
Cemetery of Splendor,2015-09-02,2015,98932.0,train
Captive,2015-09-18,2015,2801508.0,train
Our Brand Is Crisis,2015-10-30,2015,8527658.0,train
Unfinished Business,2015-03-06,2015,14431253.0,train
Hot Tub Time Machine 2,2015-02-20,2015,13081651.0,train
Turbo Kid,2015-08-28,2015,67069.0,train
The Overnight,2015-06-19,2015,1110522.0,train
"Hello, My Name Is Doris",2016-04-01,2015,14659448.0,train
Ricki and the Flash,2015-08-07,2015,41325328.0,train
Danny Collins,2015-04-10,2015,10835752.0,train
Son of Saul,2015-06-11,2015,6659121.0,train
Mr. Holmes,2015-07-24,2015,29355203.0,train
Empire of Lust,2015-03-05,2015,3191168.0,train
Paul Blart: Mall Cop 2,2015-04-17,2015,107588225.0,train
Remember,2015-12-17,2015,4235959.0,train
War Room,2015-08-28,2015,73256266.0,train
Dragon Blade,2015-09-04,2015,122606884.0,train
45 Years,2015-08-28,2015,14430249.0,train
Mother's Day,2016-04-29,2016,48782670.0,validation
Suicide Squad,2016-08-05,2016,746846894.0,validation
The Magnificent Seven,2016-09-23,2016,162360636.0,validation
Captain America: Civil War,2016-05-06,2016,1153337496.0,validation
Warcraft,2016-06-10,2016,439048914.0,validation
Deadpool,2016-02-12,2016,782836791.0,validation
Doctor Strange,2016-11-04,2016,677796076.0,validation
Split,2017-01-20,2016,278454417.0,validation
Me Before You,2016-06-03,2016,208314186.0,validation
Don't Breathe,2016-08-26,2016,157830487.0,validation
Lady Macbeth,2017-07-14,2016,5401447.0,validation
Moana,2016-11-23,2016,644411850.0,validation
Arrival,2016-11-11,2016,203388186.0,validation
X-Men: Apocalypse,2016-05-27,2016,543934105.0,validation
Captain Fantastic,2016-07-29,2016,23123592.0,validation
Star Trek Beyond,2016-07-22,2016,343471816.0,validation
Sing,2016-12-21,2016,634208384.0,validation
La La Land,2016-12-25,2016,448906865.0,validation
The Conjuring 2,2016-06-10,2016,321788219.0,validation
Passengers,2016-12-21,2016,303144152.0,validation
Zootopia,2016-03-04,2016,1024121104.0,validation
The Huntsman: Winter's War,2016-04-22,2016,164989338.0,validation
Hacksaw Ridge,2016-11-04,2016,180563636.0,validation
The Handmaiden,2016-06-01,2016,37767206.0,validation
13 Hours,2016-01-15,2016,69411370.0,validation
Nocturnal Animals,2016-12-09,2016,30311857.0,validation
Rogue One: A Star Wars Story,2016-12-16,2016,1056057720.0,validation
Batman v Superman: Dawn of Justice,2016-03-25,2016,873637528.0,validation
Your Name.,2017-04-07,2016,358180115.0,validation
Kung Fu Panda 3,2016-01-29,2016,521170825.0,validation
The Nice Guys,2016-05-20,2016,62788218.0,validation
Independence Day: Resurgence,2016-06-24,2016,389681935.0,validation
Raw,2017-03-15,2016,3096815.0,validation
Miss Peregrine's Home for Peculiar Children,2016-09-30,2016,296482446.0,validation
Fantastic Beasts and Where to Find Them,2016-11-18,2016,814044001.0,validation
Train to Busan,2016-07-20,2016,92764199.0,validation
Resident Evil: The Final Chapter,2017-01-27,2016,312242626.0,validation
Criminal,2016-04-15,2016,38803993.0,validation
Underworld: Blood Wars,2017-01-06,2016,81093313.0,validation
The Shallows,2016-06-24,2016,119100758.0,validation
Hidden Figures,2017-01-06,2016,236225193.0,validation
Sausage Party,2016-08-12,2016,140705322.0,validation
The Girl on the Train,2016-10-07,2016,173185859.0,validation
Hell or High Water,2016-08-26,2016,37879877.0,validation
The Purge: Election Year,2016-07-01,2016,118587880.0,validation
Ghostbusters,2016-07-15,2016,229147509.0,validation
The Accountant,2016-10-14,2016,155160045.0,validation
The Neon Demon,2016-06-24,2016,3377430.0,validation
Moonlight,2016-11-18,2016,65336603.0,validation
Jason Bourne,2016-07-29,2016,415484914.0,validation
Manchester by the Sea,2016-12-16,2016,78988148.0,validation
Central Intelligence,2016-06-17,2016,216972543.0,validation
War Dogs,2016-08-19,2016,86234523.0,validation
The Legend of Tarzan,2016-07-01,2016,356700357.0,validation
Silence,2017-01-13,2016,23834809.0,validation
American Honey,2016-10-14,2016,2290649.0,validation
Gods of Egypt,2016-02-26,2016,150680864.0,validation
Hunt for the Wilderpeople,2016-07-01,2016,23915910.0,validation
The Founder,2017-01-20,2016,24121245.0,validation
Inferno,2016-10-28,2016,220021259.0,validation
Now You See Me 2,2016-06-10,2016,334897606.0,validation
Miss Sloane,2016-12-09,2016,9101546.0,validation
The Jungle Book,2016-04-15,2016,966554929.0,validation
10 Cloverfield Lane,2016-03-11,2016,110216998.0,validation
The Lost City of Z,2017-04-21,2016,19263938.0,validation
Finding Dory,2016-06-17,2016,1028570942.0,validation
Lion,2017-01-06,2016,140853810.0,validation
Lights Out,2016-07-22,2016,148868835.0,validation
Meet the Blacks,2016-04-01,2016,9097072.0,validation
Allied,2016-11-23,2016,119520023.0,validation
Jack Reacher: Never Go Back,2016-10-21,2016,162146076.0,validation
Bridget Jones's Baby,2016-09-16,2016,211952420.0,validation
How to Be Single,2016-02-12,2016,112343513.0,validation
Snowden,2016-09-16,2016,37357216.0,validation
Dangal,2016-12-21,2016,303723636.0,validation
The Bad Batch,2017-06-23,2016,201890.0,validation
Triple 9,2016-02-26,2016,23177948.0,validation
Deepwater Horizon,2016-09-30,2016,121790373.0,validation
The Choice,2016-02-05,2016,23079932.0,validation
Sully,2016-09-09,2016,240797623.0,validation
Morgan,2016-09-02,2016,8809407.0,validation
Pride and Prejudice and Zombies,2016-02-05,2016,16457494.0,validation
The Infiltrator,2016-07-13,2016,21011110.0,validation
The Edge of Seventeen,2016-11-18,2016,19370020.0,validation
A Cure for Wellness,2017-02-17,2016,26620002.0,validation
London Has Fallen,2016-03-04,2016,205754447.0,validation
Dirty Grandpa,2016-01-22,2016,94073028.0,validation
"Hail, Caesar!",2016-02-05,2016,63945241.0,validation
The 5th Wave,2016-01-22,2016,109906372.0,validation
Trolls,2016-11-04,2016,346864886.0,validation
Allegiant,2016-03-18,2016,179246868.0,validation
Paterson,2016-12-28,2016,9588282.0,validation
Swiss Army Man,2016-07-01,2016,4935501.0,validation
The Great Wall,2017-02-17,2016,334933831.0,validation
Mike and Dave Need Wedding Dates,2016-07-08,2016,77068246.0,validation
Bad Moms,2016-07-29,2016,183936074.0,validation
Collateral Beauty,2016-12-16,2016,88528280.0,validation
The Boy,2016-01-22,2016,73929392.0,validation
Fences,2016-12-25,2016,64414761.0,validation
Alice Through the Looking Glass,2016-05-27,2016,299820798.0,validation
The Brothers Grimsby,2016-03-11,2016,27979040.0,validation
Ice Age: Collision Course,2016-07-22,2016,408754975.0,validation
Patriots Day,2017-01-13,2016,52185751.0,validation
Keeping Up with the Joneses,2016-10-21,2016,29918745.0,validation
Genius,2016-06-10,2016,7435006.0,validation
The Secret Life of Pets,2016-07-08,2016,875458631.0,validation
Popstar: Never Stop Never Stopping,2016-06-03,2016,9680029.0,validation
Goldstone,2016-07-07,2016,650352.0,validation
20th Century Women,2017-01-20,2016,7214806.0,validation
Assassin's Creed,2016-12-21,2016,240697856.0,validation
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-03,2016,245623848.0,validation
White Girl,2016-12-01,2016,200242.0,validation
Everybody Wants Some!!,2016-04-07,2016,4644472.0,validation
The Take,2016-11-18,2016,14857808.0,validation
The Finest Hours,2016-01-29,2016,52099090.0,validation
Greater,2016-08-26,2016,2000620.0,validation
The Love Witch,2017-03-10,2016,246218.0,validation
The Belko Experiment,2017-03-17,2016,11084630.0,validation
The BFG,2016-07-01,2016,195243411.0,validation
Zoolander 2,2016-02-12,2016,56722693.0,validation
Midnight Special,2016-04-21,2016,6740647.0,validation
The Angry Birds Movie,2016-05-20,2016,352333929.0,validation
Live by Night,2017-01-13,2016,22678555.0,validation
Nerve,2016-07-27,2016,85251425.0,validation
Mechanic: Resurrection,2016-08-26,2016,125729635.0,validation
Sing Street,2016-03-17,2016,13624522.0,validation
The Light Between Oceans,2016-09-02,2016,25975621.0,validation
Shin Godzilla,2016-07-29,2016,78053145.0,validation
Why Him?,2016-12-23,2016,118102725.0,validation
Miracles from Heaven,2016-03-16,2016,73983003.0,validation
Colossal,2017-04-21,2016,4531320.0,validation
Free Fire,2017-04-21,2016,3719383.0,validation
The Void,2017-04-07,2016,368372.0,validation
The Exception,2017-06-02,2016,872805.0,validation
Neighbors 2: Sorority Rising,2016-05-20,2016,108007109.0,validation
Ben-Hur,2016-08-19,2016,94061311.0,validation
Free State of Jones,2016-06-24,2016,25035950.0,validation
Jackie,2016-12-02,2016,29777777.0,validation
Gold,2017-01-27,2016,14880939.0,validation
Pete's Dragon,2016-08-12,2016,143695338.0,validation
31,2016-09-16,2016,850419.0,validation
Keanu,2016-04-29,2016,20651333.0,validation
Goat,2016-09-23,2016,23020.0,validation
Storks,2016-09-23,2016,183388953.0,validation
A Monster Calls,2017-01-06,2016,47309313.0,validation
Anthropoid,2016-09-09,2016,5079219.0,validation
Kubo and the Two Strings,2016-08-19,2016,76249438.0,validation
Café Society,2016-08-05,2016,43763247.0,validation
Blair Witch,2016-09-16,2016,45173154.0,validation
The Salesman,2016-08-31,2016,6953604.0,validation
In a Valley of Violence,2016-10-21,2016,61797.0,validation
Ratchet & Clank,2016-04-29,2016,13385737.0,validation
Risen,2016-02-19,2016,46771565.0,validation
Rules Don't Apply,2016-11-23,2016,3885342.0,validation
Office Christmas Party,2016-12-09,2016,114501299.0,validation
Better Watch Out,2017-11-09,2016,176288.0,validation
Florence Foster Jenkins,2016-08-12,2016,49052787.0,validation
Batman: The Killing Joke,2016-07-25,2016,4462034.0,validation
Leap!,2017-08-25,2016,106127278.0,validation
The Untamed,2017-07-21,2016,61249.0,validation
A Hologram for the King,2016-04-28,2016,9169507.0,validation
Ouija: Origin of Evil,2016-10-21,2016,81705746.0,validation
All I See Is You,2017-10-27,2016,678150.0,validation
The Forest,2016-01-08,2016,39712000.0,validation
Money Monster,2016-05-13,2016,93282604.0,validation
Monster Trucks,2017-01-13,2016,64493915.0,validation
The Hollars,2016-08-26,2016,1138609.0,validation
Fifty Shades of Black,2016-01-29,2016,22227514.0,validation
Toni Erdmann,2016-12-25,2016,11784207.0,validation
Their Finest,2017-04-07,2016,12597262.0,validation
My Big Fat Greek Wedding 2,2016-03-25,2016,90632641.0,validation
Billy Lynn's Long Halftime Walk,2016-11-18,2016,30930984.0,validation
Personal Shopper,2017-03-10,2016,2840408.0,validation
Our Kind of Traitor,2016-05-13,2016,10711027.0,validation
Love & Friendship,2016-06-03,2016,21401949.0,validation
Bleed for This,2016-11-18,2016,6698679.0,validation
Whiskey Tango Foxtrot,2016-03-04,2016,24972139.0,validation
Loving,2016-11-04,2016,12957265.0,validation
"I, Daniel Blake",2017-06-09,2016,15793051.0,validation
Sanam Teri Kasam,2016-02-05,2016,1386707.0,validation
Pet,2016-12-02,2016,22003.0,validation
Kingsglaive: Final Fantasy XV,2016-07-09,2016,5725482.0,validation
Mr. Church,2016-11-11,2016,685780.0,validation
Hands of Stone,2016-08-26,2016,4978353.0,validation
Ae Dil Hai Mushkil,2016-10-28,2016,31668920.0,validation
Denial,2016-10-21,2016,7994527.0,validation
Carrie Pilby,2017-04-04,2016,28430.0,validation
Ride Along 2,2016-01-15,2016,124608438.0,validation
Pink,2016-09-16,2016,180180.0,validation
Under the Shadow,2016-10-07,2016,133324.0,validation
Rock Dog,2017-02-24,2016,23157646.0,validation
Race,2016-02-19,2016,25070261.0,validation
A United Kingdom,2017-02-10,2016,14459330.0,validation
Julieta,2016-12-21,2016,22546233.0,validation
American Pastoral,2016-10-21,2016,2063436.0,validation
Buster's Mal Heart,2017-05-23,2016,73121.0,validation
Complete Unknown,2016-08-26,2016,217473.0,validation
This Beautiful Fantastic,2018-02-19,2016,353808.0,validation
Incarnate,2016-12-02,2016,9037058.0,validation
The Innocents,2016-02-10,2016,7400324.0,validation
Thor: Ragnarok,2017-11-03,2017,853983911.0,validation
Darkest Hour,2017-12-22,2017,150847274.0,validation
The Hitman's Bodyguard,2017-08-18,2017,176600207.0,validation
It,2017-09-08,2017,701796444.0,validation
Spider-Man: Homecoming,2017-07-07,2017,880166924.0,validation
Blade Runner 2049,2017-10-06,2017,259334548.0,validation
Guardians of the Galaxy Vol. 2,2017-05-05,2017,863756051.0,validation
The Greatest Showman,2017-12-20,2017,438006904.0,validation
Jumanji: Welcome to the Jungle,2017-12-20,2017,962542945.0,validation
Baywatch,2017-05-25,2017,177856751.0,validation
Call Me by Your Name,2018-01-19,2017,41888660.0,validation
Home Again,2017-09-08,2017,37270721.0,validation
The Fate of the Furious,2017-04-14,2017,1236005118.0,validation
Get Out,2017-02-24,2017,255589157.0,validation
Dunkirk,2017-07-21,2017,527016307.0,validation
Coco,2017-11-22,2017,807817888.0,validation
Baby Driver,2017-06-28,2017,226945087.0,validation
The Boss Baby,2017-03-31,2017,527965936.0,validation
Logan,2017-03-03,2017,619179950.0,validation
Wonder Woman,2017-06-02,2017,822824522.0,validation
Alien: Covenant,2017-05-19,2017,240891763.0,validation
John Wick: Chapter 2,2017-02-10,2017,171547802.0,validation
Wonder,2017-11-17,2017,306209289.0,validation
Justice League,2017-11-17,2017,657926987.0,validation
Mother!,2017-09-15,2017,44516999.0,validation
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,2017,794881442.0,validation
The Shape of Water,2017-12-22,2017,195333312.0,validation
Disobedience,2018-04-27,2017,8003180.0,validation
Kong: Skull Island,2017-03-10,2017,566652812.0,validation
Beauty and the Beast,2017-03-17,2017,1264434525.0,validation
Kingsman: The Golden Circle,2017-09-22,2017,410902662.0,validation
"Three Billboards Outside Ebbing, Missouri",2017-12-01,2017,160192267.0,validation
Star Wars: Episode VIII - The Last Jedi,2017-12-15,2017,1332698830.0,validation
Beast,2018-05-11,2017,1744071.0,validation
"I, Tonya",2018-01-19,2017,53939297.0,validation
Atomic Blonde,2017-07-28,2017,100014025.0,validation
Wind River,2017-08-18,2017,43980821.0,validation
Murder on the Orient Express,2017-11-10,2017,352794081.0,validation
King Arthur: Legend of the Sword,2017-05-12,2017,148675066.0,validation
Lady Bird,2017-12-01,2017,78966486.0,validation
The Killing of a Sacred Deer,2017-11-03,2017,7027336.0,validation
Logan Lucky,2017-08-18,2017,48453605.0,validation
Fifty Shades Darker,2017-02-10,2017,381545846.0,validation
Happy Death Day,2017-10-13,2017,125479266.0,validation
Transformers: The Last Knight,2017-06-21,2017,605425157.0,validation
Good Time,2017-08-25,2017,3283369.0,validation
Ghost in the Shell,2017-03-31,2017,169846945.0,validation
Hampstead,2019-06-14,2017,6335171.0,validation
Molly's Game,2018-01-05,2017,59284015.0,validation
Hostiles,2018-01-26,2017,35669017.0,validation
Valerian and the City of a Thousand Planets,2017-07-21,2017,225973340.0,validation
The Dark Tower,2017-08-04,2017,113231078.0,validation
Pitch Perfect 3,2017-12-22,2017,185400345.0,validation
American Assassin,2017-09-15,2017,67234188.0,validation
You Were Never Really Here,2018-04-06,2017,9360514.0,validation
The Florida Project,2017-11-10,2017,10971298.0,validation
Life,2017-03-24,2017,100541806.0,validation
The Death of Stalin,2018-03-09,2017,24646055.0,validation
Gifted,2017-04-12,2017,43069254.0,validation
Phantom Thread,2018-01-19,2017,47756590.0,validation
The Upside,2019-01-11,2017,125856180.0,validation
Berlin Syndrome,2017-05-26,2017,397783.0,validation
Annabelle: Creation,2017-08-11,2017,306515884.0,validation
American Made,2017-09-29,2017,134866593.0,validation
War for the Planet of the Apes,2017-07-14,2017,490719763.0,validation
Geostorm,2017-10-20,2017,221600160.0,validation
