title,release_date,release_year,worldwide_box_office,split
Teachers,1984-10-05,1984,27774237.0,train
The River,1985-01-11,1984,11489982.0,train
Razorback,1984-11-16,1984,150463.0,train
A Soldier's Story,1984-11-02,1984,21821347.0,train
Comfort and Joy,1984-10-10,1984,1057368.0,train
Meatballs Part II,1984-07-27,1984,5410972.0,train
Lassiter,1984-02-17,1984,17513452.0,train
Irreconcilable Differences,1984-09-28,1984,12414210.0,train
City Heat,1984-12-07,1984,38348988.0,train
Under the Volcano,1984-06-13,1984,2556800.0,train
Iceman,1984-04-13,1984,7343032.0,train
Flashpoint,1984-08-31,1984,3854833.0,train
The Little Drummer Girl,1984-10-19,1984,7828841.0,train
Lust in the Dust,1985-03-01,1984,727639.0,train
Hot Moves,1984-10-04,1984,2732684.0,train
Oxford Blues,1984-08-24,1984,8793152.0,train
Thief of Hearts,1984-10-19,1984,10435015.0,train
The Brother from Another Planet,1984-09-14,1984,3677209.0,train
No Small Affair,1984-11-09,1984,4994094.0,train
Broadway Danny Rose,1984-01-27,1984,10600497.0,train
Best Defense,1984-07-20,1984,19265302.0,train
Micki + Maude,1984-12-21,1984,26080861.0,train
Protocol,1984-12-21,1984,26186631.0,train
Exterminator 2,1984-09-14,1984,3739406.0,train
American Dreamer,1984-10-26,1984,5021751.0,train
The Lonely Guy,1984-01-27,1984,5718573.0,train
Choose Me,1984-08-29,1984,2490233.0,train
Making the Grade,1984-05-18,1984,4561346.0,train
Full Moon in Paris,1984-08-29,1984,15726.0,train
Unfaithfully Yours,1984-02-10,1984,19928200.0,train
Impulse,1984-09-28,1984,2773433.0,train
Mrs. Soffel,1985-02-08,1984,4385312.0,train
Garbo Talks,1984-10-12,1984,1493782.0,train
Country,1984-09-29,1984,9640000.0,train
Cheech & Chong's the Corsican Brothers,1984-07-27,1984,3772785.0,train
Purple Hearts,1984-08-31,1984,2075282.0,train
Give My Regards to Broad Street,1984-10-23,1984,1393501.0,train
Songwriter,1984-10-14,1984,865915.0,train
Finders Keepers,1984-05-18,1984,1467396.0,train
The Bostonians,1984-10-05,1984,1009700.0,train
Body Rock,1984-09-28,1984,1689501.0,train
The River Rat,1984-09-28,1984,1142944.0,train
Just the Way You Are,1984-11-16,1984,7889694.0,train
Until September,1984-09-21,1984,4239154.0,train
Crackers,1984-02-17,1984,129268.0,train
Misunderstood,1984-03-30,1984,1525532.0,train
Mike's Murder,1984-03-09,1984,1059966.0,train
The Buddy System,1984-01-20,1984,1820049.0,train
A Private Function,1985-03-01,1984,2527088.0,train
Scandalous,1984-01-20,1984,526805.0,train
"Oh, God! You Devil",1984-11-09,1984,21538850.0,train
The Bay Boy,1985-02-15,1984,162364.0,train
Heavenly Bodies,1985-02-01,1984,1839623.0,train
Heartbreakers,1984-09-28,1984,148750.0,train
Champions,1984-04-20,1984,200498.0,train
A Sunday in the Country,1984-04-11,1984,2411143.0,train
Mass Appeal,1984-12-14,1984,1945658.0,train
Windy City,1986-01-01,1984,343890.0,train
The Bear,1984-09-28,1984,2687148.0,train
Weekend Pass,1984-02-03,1984,21058033.0,train
Over the Brooklyn Bridge,1984-03-02,1984,837914.0,train
Winter Flight,1986-02-14,1984,2729.0,train
Almost You,1985-03-29,1984,95000.0,train
Petit Con,1985-04-19,1984,127426.0,train
Weird Science,1985-08-02,1985,38934048.0,train
The Goonies,1985-06-07,1985,63980721.0,train
Back to the Future,1985-07-03,1985,381906762.0,train
To Live and Die in L.A.,1985-11-01,1985,17307019.0,train
Clue,1985-12-13,1985,14643997.0,train
The Breakfast Club,1985-02-15,1985,51525171.0,train
Cocoon,1985-06-21,1985,85313124.0,train
Rambo: First Blood Part II,1985-05-22,1985,300400432.0,train
Mask,1985-03-22,1985,48230162.0,train
Legend,1986-04-18,1985,15502112.0,train
The Return of the Living Dead,1985-08-16,1985,14237880.0,train
St. Elmo's Fire,1985-06-28,1985,37803872.0,train
Brazil,1985-12-18,1985,9949953.0,train
Pale Rider,1985-06-28,1985,41410568.0,train
Teen Wolf,1985-08-23,1985,33086611.0,train
Real Genius,1985-08-07,1985,12952019.0,train
Commando,1985-10-04,1985,57491000.0,train
Witness,1985-02-08,1985,68706993.0,train
The Color Purple,1986-02-07,1985,98467863.0,train
Silverado,1985-07-10,1985,32192570.0,train
Rocky IV,1985-11-27,1985,300473716.0,train
Better Off Dead...,1985-10-11,1985,10297601.0,train
Ran,1985-06-01,1985,4164283.0,train
Ladyhawke,1985-04-12,1985,18432000.0,train
A Room with a View,1986-04-11,1985,21041453.0,train
Red Sonja,1985-07-03,1985,6951415.0,train
Fright Night,1985-08-02,1985,24922237.0,train
Explorers,1985-07-12,1985,9873044.0,train
Mad Max Beyond Thunderdome,1985-07-10,1985,36230219.0,train
After Hours,1985-10-11,1985,10609321.0,train
A View to a Kill,1985-05-24,1985,50327960.0,train
Fletch,1985-05-31,1985,59612888.0,train
Perfect,1985-06-07,1985,12918858.0,train
A Nightmare on Elm Street 2: Freddy's Revenge,1985-11-01,1985,29999213.0,train
Summer Rental,1985-08-09,1985,24689703.0,train
Lifeforce,1985-06-21,1985,11603545.0,train
Pee-wee's Big Adventure,1985-08-09,1985,40940662.0,train
Out of Africa,1985-12-20,1985,227514205.0,train
Day of the Dead,1985-07-19,1985,5000000.0,train
Just One of the Guys,1985-04-26,1985,11528900.0,train
National Lampoon's European Vacation,1985-07-26,1985,49364621.0,train
Spies Like Us,1985-12-06,1985,60088980.0,train
House,1986-02-28,1985,19444631.0,train
Police Academy 2: Their First Assignment,1985-03-29,1985,55600000.0,train
The Black Cauldron,1985-07-24,1985,21288692.0,train
Friday the 13th: A New Beginning,1985-03-22,1985,21930418.0,train
Runaway Train,1986-01-17,1985,7683620.0,train
Re-Animator,1985-10-18,1985,2023414.0,train
Brewster's Millions,1985-05-22,1985,45833132.0,train
The Last Dragon,1985-03-22,1985,25754284.0,train
The Legend of Billie Jean,1985-07-19,1985,3099497.0,train
Desperately Seeking Susan,1985-04-12,1985,27398584.0,train
Girls Just Want to Have Fun,1985-04-12,1985,6326051.0,train
Vision Quest,1985-02-15,1985,12993175.0,train
Jagged Edge,1985-10-04,1985,40491165.0,train
Enemy Mine,1985-12-20,1985,12303411.0,train
Tuff Turf,1985-01-11,1985,9369329.0,train
Volunteers,1985-08-16,1985,19875740.0,train
The Jewel of the Nile,1985-12-11,1985,96773200.0,train
Once Bitten,1985-11-15,1985,10000000.0,train
Private Resort,1985-05-03,1985,331816.0,train
Police Story,1985-12-14,1985,113164.0,train
Into the Night,1985-02-22,1985,7562164.0,train
The Sure Thing,1985-03-01,1985,18135531.0,train
White Nights,1985-12-06,1985,42160849.0,train
Mischief,1985-02-08,1985,8692426.0,train
Silver Bullet,1985-10-11,1985,12361866.0,train
Kiss of the Spider Woman,1985-07-26,1985,17009654.0,train
My Beautiful Laundrette,1986-04-04,1985,2455535.0,train
Young Sherlock Holmes,1985-12-04,1985,19739575.0,train
Smooth Talk,1985-11-15,1985,16785.0,train
Porky's Revenge,1985-03-22,1985,20518905.0,train
Year of the Dragon,1985-08-16,1985,18707466.0,train
Prizzi's Honor,1985-06-14,1985,26657534.0,train
The Quiet Earth,1985-10-18,1985,2123135.0,train
Tampopo,,1985,444213.0,train
Secret Admirer,1985-06-14,1985,8622757.0,train
"No Retreat, No Surrender",1986-05-02,1985,4662137.0,train
D.A.R.Y.L.,1985-06-14,1985,7840873.0,train
Mishima: A Life in Four Chapters,1985-09-20,1985,569996.0,train
A Chorus Line,1985-12-20,1985,14202899.0,train
Cat's Eye,1985-04-12,1985,13086298.0,train
Murphy's Romance,1986-01-31,1985,30867525.0,train
Heaven Help Us,1985-02-08,1985,6070794.0,train
American Flyers,1985-08-16,1985,1420355.0,train
The Journey of Natty Gann,1985-09-27,1985,9708373.0,train
Trouble in Mind,,1985,19632.0,train
Fandango,1985-01-25,1985,91666.0,train
Gotcha!,1985-05-03,1985,10806919.0,train
Death Wish 3,1985-11-01,1985,16116878.0,train
King Solomon's Mines,1985-11-22,1985,15057465.0,train
American Warrior,1985-08-30,1985,10499694.0,train
The Emerald Forest,1985-07-03,1985,24468550.0,train
The Holcroft Covenant,1985-10-18,1985,393825.0,train
The Falcon and the Snowman,1985-02-08,1985,17130087.0,train
Transylvania 6-5000,1985-11-08,1985,7196872.0,train
Desert Hearts,1986-03-07,1985,2492088.0,train
The Heavenly Kid,1985-07-26,1985,3852271.0,train
The Purple Rose of Cairo,1985-04-19,1985,10631333.0,train
The Man with One Red Shoe,1985-07-19,1985,8645411.0,train
My Life as a Dog,1987-05-01,1985,8349284.0,train
My Science Project,1985-08-09,1985,4122748.0,train
Fraternity Vacation,1985-04-12,1985,3333306.0,train
The New Kids,1985-01-18,1985,199108.0,train
Tomboy,1985-11-14,1985,14100000.0,train
Invasion U.S.A.,1985-09-27,1985,17536256.0,train
Revolution,1985-12-25,1985,358574.0,train
Lost in America,1985-02-08,1985,10179000.0,train
Subway,1985-11-06,1985,390659.0,train
Moving Violations,1985-04-19,1985,10627754.0,train
Nomads,1986-03-07,1985,2278264.0,train
Fool for Love,1986-05-14,1985,836156.0,train
Baby: Secret of the Lost Legend,1985-03-22,1985,14972297.0,train
Code of Silence,1985-05-03,1985,20345361.0,train
Crimewave,1986-04-25,1985,5101.0,train
Gymkata,1985-05-03,1985,5730596.0,train
Sweet Dreams,1985-10-11,1985,9085049.0,train
The Slugger's Wife,1985-03-29,1985,1878561.0,train
Avenging Angel,1985-01-11,1985,5622787.0,train
Santa Claus: The Movie,1985-11-27,1985,23717291.0,train
That Was Then... This Is Now,1985-11-08,1985,8630068.0,train
Agnes of God,1985-09-27,1985,25627836.0,train
Rustlers' Rhapsody,1985-05-10,1985,6090497.0,train
The Adventures of Mark Twain,1985-07-26,1985,849915.0,train
Stick,1985-04-26,1985,8489518.0,train
The Bride,1985-08-16,1985,3558669.0,train
Morons from Outer Space,1985-09-20,1985,441137.0,train
Godzilla 1985,1985-08-23,1985,4116395.0,train
Plenty,1985-09-20,1985,6148000.0,train
King David,1985-03-29,1985,5111099.0,train
The Trip to Bountiful,1986-01-24,1985,7491903.0,train
Missing in Action 2: The Beginning,1985-03-01,1985,10755447.0,train
The Protector,1985-08-23,1985,981817.0,train
The Mean Season,1985-02-15,1985,4349446.0,train
Turk 182,1985-02-15,1985,3594997.0,train
The Official Story,1985-11-08,1985,69832.0,train
Krush Groove,1985-10-25,1985,11052713.0,train
He-Man and She-Ra: The Secret of the Sword,1985-03-22,1985,7660857.0,train
Warning Sign,1985-08-23,1985,1918117.0,train
Creator,1985-09-20,1985,5349607.0,train
Taipei Story,,1985,35336.0,train
Otac na sluzbenom putu,1985-10-11,1985,34751.0,train
The Aviator,1985-03-15,1985,1304192.0,train
Starchaser: The Legend of Orin,1985-11-22,1985,3360800.0,train
Maxie,1985-09-27,1985,2564278.0,train
DEFCON-4,1985-03-15,1985,1057064.0,train
The Care Bears Movie,1985-03-29,1985,22934622.0,train
Sylvester,1985-03-15,1985,385687.0,train
Radioactive Dreams,1986-09-19,1985,220038.0,train
Twice in a Lifetime,1985-11-08,1985,8402424.0,train
Dance with a Stranger,1985-08-09,1985,2174622.0,train
Water,1986-04-18,1985,1256862.0,train
One Magic Christmas,1985-11-22,1985,13677222.0,train
O.C. and Stiggs,,1985,29815.0,train
The Good Father,1987-02-11,1985,421201.0,train
Fever Pitch,1985-11-22,1985,618847.0,train
The Doctor and the Devils,1985-10-04,1985,147070.0,train
Head Office,1986-01-03,1985,3393807.0,train
Eleni,1985-12-21,1985,305102.0,train
Dreamchild,1985-10-04,1985,1215923.0,train
Defense of the Realm,1986-11-21,1985,750000.0,train
Bad Medicine,1985-11-22,1985,2685453.0,train
Wetherby,1985-07-19,1985,1299985.0,train
Compromising Positions,1985-08-30,1985,12531831.0,train
Rainbow Brite and the Star Stealer,1985-11-15,1985,4889971.0,train
Three Men and a Cradle,1986-04-25,1985,2052466.0,train
Rappin',1985-05-10,1985,2864844.0,train
Certain Fury,1985-03-01,1985,1381091.0,train
Code Name: Emerald,1985-09-27,1985,561548.0,train
Colonel Redl,1985-10-04,1985,2357.0,train
Marie,1985-09-27,1985,2507995.0,train
Movers & Shakers,1988-03-31,1985,372438.0,train
La Cage aux Folles 3: The Wedding,1986-02-14,1985,345280.0,train
Turtle Diary,1986-02-14,1985,2156772.0,train
Joshua Then and Now,1985-09-20,1985,542420.0,train
The Girl in the Picture,1985-07-05,1985,202428.0,train
Here Come the Littles,1985-05-24,1985,6565359.0,train
Top Gun,1986-05-16,1986,357288178.0,train
Aliens,1986-07-18,1986,131060248.0,train
Stand by Me,1986-08-22,1986,52287414.0,train
Ferris Bueller's Day Off,1986-06-11,1986,70720215.0,train
Crocodile Dundee,1986-09-26,1986,328203506.0,train
Labyrinth,1986-06-27,1986,13915874.0,train
Highlander,1986-03-07,1986,5900712.0,train
Big Trouble in Little China,1986-07-02,1986,11100577.0,train
Pretty in Pink,1986-02-28,1986,40479480.0,train
Platoon,1987-02-06,1986,138545632.0,train
Blue Velvet,1986-10-23,1986,8618766.0,train
Manhunter,1986-08-15,1986,8621783.0,train
Howard the Duck,1986-08-01,1986,37962774.0,train
The Fly,1986-08-15,1986,60629159.0,train
Little Shop of Horrors,1986-12-19,1986,38983045.0,train
The Mosquito Coast,1986-11-26,1986,14302779.0,train
The Karate Kid Part II,1986-06-20,1986,115103979.0,train
River's Edge,1987-05-08,1986,4600000.0,train
9½ Weeks,1986-02-21,1986,6735922.0,train
The Golden Child,1986-12-12,1986,79817937.0,train
Star Trek IV: The Voyage Home,1986-11-26,1986,109713132.0,train
Short Circuit,1986-05-09,1986,40697761.0,train
The Delta Force,1986-02-14,1986,17768900.0,train
The Name of the Rose,1986-09-24,1986,7153487.0,train
The Wraith,1986-11-21,1986,3500000.0,train
The Color of Money,1986-10-17,1986,52293982.0,train
Hoosiers,1987-02-27,1986,28607524.0,train
Heartbreak Ridge,1986-12-05,1986,42724017.0,train
Flight of the Navigator,1986-08-01,1986,18564613.0,train
Cobra,1986-05-23,1986,49042224.0,train
Peggy Sue Got Married,1986-10-10,1986,41488348.0,train
The Mission,1986-10-31,1986,17502499.0,train
Working Girls,1987-03-20,1986,1777378.0,train
Youngblood,1986-01-31,1986,15448384.0,train
Three Amigos!,1986-12-12,1986,39246734.0,train
Maximum Overdrive,1986-07-25,1986,7433663.0,train
Lucas,1986-03-28,1986,8200000.0,train
Friday the 13th Part VI: Jason Lives,1986-08-01,1986,19472057.0,train
The Money Pit,1986-03-26,1986,54999651.0,train
Back to School,1986-06-13,1986,91258000.0,train
Betty Blue,1986-11-07,1986,2016851.0,train
About Last Night,1986-07-02,1986,38702310.0,train
Critters,1986-04-11,1986,13167232.0,train
The Texas Chainsaw Massacre 2,1986-08-22,1986,8025872.0,train
Iron Eagle,1986-01-17,1986,24159872.0,train
One Crazy Summer,1986-08-08,1986,13431806.0,train
From Beyond,1986-10-24,1986,1261000.0,train
Sid and Nancy,1986-11-07,1986,2850707.0,train
Henry: Portrait of a Serial Killer,1990-09-07,1986,609939.0,train
Mona Lisa,1986-06-13,1986,5794184.0,train
Police Academy 3: Back in Training,1986-03-21,1986,43579163.0,train
Night of the Creeps,1986-08-22,1986,591366.0,train
The Sacrifice,1986-05-09,1986,167292.0,train
The Hitcher,1986-02-21,1986,5844868.0,train
Rad,1986-03-28,1986,2015882.0,train
An American Tail,1986-11-21,1986,84542002.0,train
SpaceCamp,1986-06-06,1986,9697739.0,train
Raw Deal,1986-06-06,1986,16209459.0,train
Hannah and Her Sisters,1986-03-14,1986,40084041.0,train
The Great Mouse Detective,1986-07-02,1986,38625550.0,train
Ruthless People,1986-06-27,1986,71624879.0,train
The Transformers: the Movie,1986-08-08,1986,5860601.0,train
Wildcats,1986-02-14,1986,26285544.0,train
Troll,1986-01-17,1986,5450815.0,train
At Close Range,1986-04-18,1986,2347000.0,train
The Boy Who Could Fly,1986-08-15,1986,7177431.0,train
Something Wild,1986-11-07,1986,8362969.0,train
Heartburn,1986-07-25,1986,25314189.0,train
Crossroads,1986-03-14,1986,5839031.0,train
The Clan of the Cave Bear,1986-01-17,1986,1953732.0,train
She's Gotta Have It,1986-08-08,1986,7137502.0,train
Running Scared,1986-06-27,1986,38500726.0,train
8 Million Ways to Die,1986-04-25,1986,1305114.0,train
Soul Man,1986-10-24,1986,27820000.0,train
Down by Law,1986-09-25,1986,1504286.0,train
Poltergeist II: the Other Side,1986-05-23,1986,40996665.0,train
Bad Blood,1986-11-26,1986,58731.0,train
Psycho III,1986-07-02,1986,14481606.0,train
Allan Quatermain and the Lost City of Gold,1987-01-30,1986,3751699.0,train
The Adventures of Milo and Otis,1989-08-25,1986,13299749.0,train
Caravaggio,1986-08-29,1986,5478.0,train
Children of a Lesser God,1986-10-31,1986,31853080.0,train
Invaders from Mars,1986-06-06,1986,4884663.0,train
Matador,1986-03-07,1986,286126.0,train
Down and Out in Beverly Hills,1986-01-31,1986,62134225.0,train
April Fool's Day,1986-03-28,1986,12947763.0,train
The Big Easy,1987-08-21,1986,17685307.0,train
Pirates,1986-07-18,1986,1641825.0,train
No Mercy,1986-12-19,1986,12303904.0,train
Lady Jane,1986-02-07,1986,277646.0,train
Club Paradise,1986-07-11,1986,12308521.0,train
Manon of the Spring,1987-12-04,1986,3940542.0,train
Gothic,1987-04-10,1986,916172.0,train
Armed and Dangerous,1986-08-15,1986,15945534.0,train
F/X,1986-02-07,1986,20603715.0,train
King Kong Lives,1986-12-19,1986,4711220.0,train
Wise Guys,1986-04-18,1986,8475466.0,train
Solarbabies,1986-11-26,1986,1579260.0,train
The Manhattan Project,1986-06-13,1986,3900000.0,train
Trick or Treat,1986-10-24,1986,6797218.0,train
Jumpin' Jack Flash,1986-10-10,1986,29844101.0,train
Fire with Fire,1986-05-09,1986,4636169.0,train
Gung Ho,1986-03-14,1986,36611610.0,train
True Stories,1986-10-10,1986,2545459.0,train
When the Wind Blows,1988-03-11,1986,5274.0,train
Murphy's Law,1986-04-18,1986,9947631.0,train
Deadly Friend,1986-10-10,1986,8988731.0,train
Jean de Florette,1987-08-28,1986,4940939.0,train
Reform School Girls,1986-08-22,1986,2510433.0,train
Band of the Hand,1986-04-11,1986,4865912.0,train
Vamp,1986-07-18,1986,4941117.0,train
Nothing in Common,1986-07-30,1986,32324557.0,train
TerrorVision,1986-02-14,1986,320256.0,train
Quicksilver,1986-02-14,1986,7634909.0,train
52 Pick-Up,1986-11-07,1986,5186646.0,train
Black Moon Rising,1986-01-10,1986,6637565.0,train
Extremities,1986-08-22,1986,13418091.0,train
The Men's Club,1986-09-19,1986,2556361.0,train
Haunted Honeymoon,1986-07-25,1986,8033397.0,train
Summer,1986-08-29,1986,63137.0,train
Tough Guys,1986-10-03,1986,21458229.0,train
Eliminators,1986-01-31,1986,4601256.0,train
The Best of Times,1986-01-31,1986,7817314.0,train
Firewalker,1986-11-21,1986,11949484.0,train
Modern Girls,1986-11-07,1986,604849.0,train
Witchboard,1987-03-13,1986,7369373.0,train
Clockwise,1986-10-10,1986,1476356.0,train
Legal Eagles,1986-06-20,1986,93151591.0,train
Link,1986-09-19,1986,1720450.0,train
"Jo Jo Dancer, Your Life Is Calling",1986-05-02,1986,18034150.0,train
Wanted: Dead or Alive,1987-01-16,1986,7555000.0,train
American Anthem,1986-06-27,1986,4845724.0,train
The Morning After,1986-12-25,1986,25147055.0,train
Crimes of the Heart,1987-01-23,1986,22905522.0,train
Under the Cherry Moon,1986-07-02,1986,10090429.0,train
Meatballs III: Summer Job,1987-01-09,1986,2147228.0,train
Devil in the Flesh,1987-05-22,1986,546904.0,train
Absolute Beginners,1986-04-18,1986,930211.0,train
Deadtime Stories,1986-11-28,1986,2750741.0,train
Avenging Force,1986-09-12,1986,4679650.0,train
Heat,1987-03-13,1986,2793214.0,train
Sweet Liberty,1986-05-16,1986,14205021.0,train
Out of Bounds,1986-07-25,1986,5099316.0,train
Wisdom,1987-01-02,1986,5715174.0,train
Shanghai Surprise,1986-08-29,1986,2315683.0,train
Power,1986-01-31,1986,3800000.0,train
A Fine Mess,1986-08-08,1986,6029824.0,train
Let's Get Harry,1986-10-31,1986,140980.0,train
My Chauffeur,1986-01-24,1986,4781448.0,train
Half Moon Street,1986-09-26,1986,1131399.0,train
Every Time We Say Goodbye,1986-11-14,1986,278623.0,train
The Decline of the American Empire,1986-11-14,1986,1915792.0,train
Hardbodies 2,1986-09-12,1986,78068.0,train
The Boy in Blue,1986-01-17,1986,275000.0,train
Brighton Beach Memoirs,1986-12-25,1986,11957943.0,train
Willy/Milly,1986-11-14,1986,277405.0,train
Ginger and Fred,1986-03-28,1986,837623.0,train
'Round Midnight,1986-10-03,1986,3272593.0,train
Violets Are Blue...,1986-04-25,1986,4743287.0,train
